,time_interval,note_pos_bin
1053,13,1000
1054,12,0
1055,5,0
1056,18,0
1057,15,0
1058,18,0
1059,6,100
1060,11,100
1061,16,100
1062,17,100
1063,16,100
1064,15,0
1065,3,0
1066,16,0
1067,17,0
1068,17,0
1069,16,0
1070,17,0
1071,15,0
1072,19,0
1073,15,0
1074,17,0
1075,17,0
1076,16,0
1077,18,0
1078,12,10
1079,4,10
1080,17,10
1081,16,10
1082,18,10
1083,8,0
1084,8,0
1085,16,0
1086,18,0
1087,16,0
1088,16,0
1089,18,0
1090,9,1
1091,7,1
1092,15,1
1093,16,1001
1094,2,1001
1095,16,1001
1096,16,1001
1097,4,1000
1098,14,1000
1099,17,1000
1100,8,0
1101,8,0
1102,18,0
1103,15,0
1104,18,0
1105,17,0
1106,16,0
1107,17,0
1108,17,0
1109,16,0
1110,16,0
1111,17,0
1112,14,100
1113,3,100
1114,16,100
1115,17,100
1116,17,100
1117,8,0
1118,8,0
1119,17,0
1120,17,0
1121,17,0
1122,16,0
1123,14,1000
1124,3,1000
1125,16,1000
1126,18,1000
1127,16,1000
1128,11,0
1129,4,0
1130,18,0
1131,17,0
1132,16,0
1133,16,0
1134,17,1
1135,18,1
1136,16,1
1137,16,1
1138,16,1
1139,17,1
1140,18,1
1141,16,1
1142,17,1
1143,16,1
1144,17,1
1145,16,1
1146,17,1
1147,17,1
1148,17,1
1149,16,1
1150,18,1
1151,16,1
1152,17,1
1153,17,1
1154,9,1101
1155,8,1101
1156,16,1101
1157,3,1100
1158,13,1100
1159,18,1100
1160,7,1000
1161,9,1000
1162,2,0
1163,14,0
1164,17,0
1165,16,0
1166,18,0
1167,16,0
1168,16,0
1169,17,0
1170,18,0
1171,16,0
1172,17,0
1173,16,0
1174,17,0
1175,17,10
1176,16,10
1177,10,1010
1178,6,1010
1179,18,1010
1180,16,1010
1181,8,1000
1182,9,1000
1183,17,0
1184,16,0
1185,16,0
1186,16,0
1187,19,0
1188,16,0
1189,16,0
1190,17,0
1191,17,0
1192,15,0
1193,18,0
1194,16,0
1195,18,0
1196,16,0
1197,17,0
1198,9,1
1199,7,1
1200,17,1
1201,17,1
1202,16,1
1203,15,0
1204,2,0
1205,17,0
1206,17,0
1207,16,0
1208,17,0
1209,15,0
1210,6,100
1211,13,100
1212,16,100
1213,17,100
1214,16,100
1215,11,0
1216,6,0
1217,17,0
1218,17,0
1219,15,0
1220,10,10
1221,7,10
1222,17,10
1223,15,1010
1224,2,1010
1225,17,1010
1226,4,1000
1227,12,1000
1228,17,1000
1229,16,1000
1230,7,0
1231,10,0
1232,16,0
1233,11,1
1234,7,1
1235,17,1
1236,16,1
1237,16,1
1238,18,1
1239,1,0
1240,15,0
1241,15,0
1242,19,0
1243,16,0
1244,16,0
1245,17,0
1246,15,0
1247,19,0
1248,16,0
1249,16,0
1250,17,0
1251,17,0
1252,17,0
1253,15,1
1254,2,1
1255,16,1
1256,16,1
1257,18,1
1258,10,0
1259,7,0
1260,16,0
1261,16,0
1262,18,0
1263,16,0
1264,4,1000
1265,12,1000
1266,17,1000
1267,6,1010
1268,10,1010
1269,18,1010
1270,10,10
1271,6,10
1272,17,0
1273,16,0
1274,17,0
1275,17,0
1276,16,0
1277,17,0
1278,15,0
1279,18,0
1280,17,0
1281,17,0
1282,15,0
1283,18,0
1284,17,0
1285,16,100
1286,17,100
1287,16,100
1288,17,100
1289,14,0
1290,4,0
1291,16,0
1292,17,0
1293,16,0
1294,17,0
1295,5,1
1296,12,1
1297,17,1
1298,15,1
1299,18,1
1300,12,0
1301,5,0
1302,15,0
1303,17,0
1304,17,0
1305,16,0
1306,18,0
1307,17,1010
1308,16,1010
1309,15,1010
1310,18,1010
1311,17,1010
1312,6,1000
1313,11,1000
1314,17,0
1315,16,0
1316,16,0
1317,17,0
1318,17,0
1319,16,0
1320,18,0
1321,16,0
1322,16,0
1323,17,0
1324,17,0
1325,16,0
1326,17,100
1327,17,100
1328,16,100
1329,18,100
1330,16,100
1331,8,0
1332,9,0
1333,17,0
1334,15,0
1335,17,0
1336,17,0
1337,15,0
1338,18,0
1339,17,0
1340,17,0
1341,17,0
1342,16,0
1343,17,0
1344,17,0
1345,16,0
1346,15,1
1347,1,1
1348,12,1001
1349,4,1001
1350,18,1001
1351,17,1001
1352,16,1001
1353,8,1000
1354,10,1000
1355,2,0
1356,14,0
1357,17,0
1358,16,0
1359,16,0
1360,18,0
1361,16,0
1362,16,0
1363,16,0
1364,17,0
1365,18,0
1366,17,0
1367,16,0
1368,16,0
1369,18,0
1370,16,0
1371,16,0
1372,17,0
1373,13,10
1374,4,10
1375,16,10
1376,16,10
1377,18,10
1378,17,10
1379,2,0
1380,14,0
1381,17,0
1382,17,0
1383,2,100
1384,15,100
1385,16,100
1386,17,100
1387,15,0
1388,1,0
1389,17,0
1390,17,0
1391,15,0
1392,18,0
1393,17,0
1394,6,1000
1395,10,1000
1396,16,1001
1397,1,1001
1398,17,1001
1399,15,1001
1400,14,1
1401,4,1
1402,16,1
1403,5,0
1404,12,0
1405,18,0
1406,15,0
1407,17,0
1408,17,0
1409,10,10
1410,7,10
1411,16,10
1412,17,10
1413,17,10
1414,6,0
1415,10,0
1416,18,0
1417,16,0
1418,16,0
1419,17,0
1420,17,0
1421,16,0
1422,17,0
1423,17,0
1424,16,0
1425,17,0
1426,17,0
1427,8,100
1428,8,100
1429,18,100
1430,16,100
1431,15,100
1432,18,0
1433,17,0
1434,15,0
1435,18,0
1436,17,0
1437,8,1
1438,8,1
1439,18,1
1440,14,1001
1441,3,1001
1442,16,1001
1443,16,1001
1444,2,1000
1445,15,1000
1446,15,1000
1447,8,0
1448,10,0
1449,17,0
1450,16,0
1451,17,0
1452,17,0
1453,16,0
1454,18,0
1455,16,0
1456,16,0
1457,18,0
1458,16,0
1459,17,0
1460,10,10
1461,7,10
1462,15,10
1463,18,10
1464,17,10
1465,3,0
1466,13,0
1467,17,0
1468,17,0
1469,16,1
1470,15,1
1471,18,1
1472,17,1
1473,15,1
1474,10,0
1475,8,0
1476,17,0
1477,16,0
1478,17,0
1479,16,0
1480,2,1000
1481,15,1000
1482,17,1000
1483,17,1000
1484,16,1000
1485,17,1000
1486,16,1000
1487,3,1000
1488,14,1000
1489,17,1000
1490,16,1000
1491,17,1000
1492,18,1000
1493,16,1000
1494,2,1000
1495,15,1000
1496,16,1000
1497,17,1000
1498,15,1000
1499,18,1000
1500,16,1000
1501,2,1000
1502,16,0
1503,17,0
1504,8,11
1505,8,11
1506,16,11
1507,13,0
1508,4,0
1509,17,0
1510,16,0
1511,17,0
1512,17,0
1513,16,0
1514,17,0
1515,17,0
1516,15,0
1517,18,0
1518,17,0
1519,15,0
1520,18,0
1521,16,0
1522,17,0
1523,17,0
1524,17,0
1525,6,10
1526,11,10
1527,4,11
1528,12,11
1529,15,11
1530,19,11
1531,2,0
1532,14,0
1533,16,0
1534,17,0
1535,17,0
1536,17,0
1537,17,0
1538,16,0
1539,17,0
1540,16,0
1541,17,0
1542,16,0
1543,17,0
1544,18,0
1545,16,0
1546,11,1
1547,6,1
1548,16,1
1549,17,1
1550,16,1
1551,6,0
1552,12,0
1553,16,0
1554,16,0
1555,17,0
1556,18,0
1557,16,0
1558,16,0
1559,2,10
1560,15,10
1561,16,10
1562,17,10
1563,3,0
1564,14,0
1565,16,0
1566,17,0
1567,17,0
1568,17,0
1569,16,0
1570,15,0
1571,17,0
1572,18,0
1573,17,0
1574,16,0
1575,17,0
1576,16,0
1577,14,10
1578,3,10
1579,17,10
1580,4,11
1581,13,11
1582,15,11
1583,10,10
1584,8,10
1585,16,10
1586,2,0
1587,16,0
1588,16,0
1589,17,0
1590,16,0
1591,18,0
1592,15,0
1593,17,0
1594,17,0
1595,17,0
1596,17,0
1597,16,0
1598,15,0
1599,18,0
1600,17,0
1601,17,0
1602,17,11
1603,17,11
1604,15,11
1605,16,11
1606,12,0
1607,5,0
1608,18,0
1609,15,0
1610,18,0
1611,16,0
1612,16,0
1613,18,0
1614,16,0
1615,16,0
1616,18,0
1617,17,0
1618,15,0
1619,19,0
1620,16,0
1621,16,0
1622,17,0
1623,17,0
1624,6,10
1625,10,10
1626,2,11
1627,15,11
1628,17,11
1629,7,10
1630,9,10
1631,15,0
1632,3,0
1633,16,0
1634,16,0
1635,16,0
1636,18,0
1637,16,0
1638,17,0
1639,17,0
1640,17,0
1641,16,0
1642,12,10
1643,5,10
1644,16,10
1645,17,10
1646,16,10
1647,17,10
1648,5,0
1649,13,0
1650,15,0
1651,11,1
1652,6,1
1653,18,1
1654,16,1
1655,15,1
1656,18,1
1657,16,1
1658,12,1
1659,6,1
1660,16,1
1661,17,1
1662,16,1
1663,17,1
1664,17,1
1665,10,1
1666,7,1
1667,16,1
1668,17,1
1669,15,1
1670,18,1
1671,16,1
1672,11,1
1673,5,1
1674,18,1
1675,17,1
1676,2,1001
1677,15,1001
1678,8,1100
1679,8,1100
1680,17,1100
1681,16,1100
1682,8,0
1683,9,0
1684,16,0
1685,18,0
1686,16,0
1687,17,0
1688,17,0
1689,16,0
1690,17,0
1691,15,0
1692,18,0
1693,17,0
1694,16,0
1695,17,0
1696,17,0
1697,15,0
1698,11,1100
1699,7,1100
1700,16,1100
1701,16,1100
1702,18,1100
1703,6,0
1704,10,0
1705,18,0
1706,16,0
1707,17,0
1708,17,0
1709,16,0
1710,17,0
1711,17,0
1712,16,0
1713,17,0
1714,17,0
1715,17,0
1716,16,0
1717,17,0
1718,16,0
1719,8,1000
1720,8,1000
1721,17,1000
1722,17,1000
1723,16,1000
1724,16,1000
1725,15,0
1726,3,0
1727,16,0
1728,16,0
1729,4,100
1730,14,100
1731,17,100
1732,17,100
1733,16,100
1734,10,0
1735,7,0
1736,16,0
1737,17,0
1738,17,0
1739,17,0
1740,16,0
1741,17,0
1742,16,0
1743,17,0
1744,17,0
1745,16,0
1746,18,0
1747,16,0
1748,7,1100
1749,10,1100
1750,17,1100
1751,16,1100
1752,17,1100
1753,16,0
1754,17,0
1755,17,0
1756,16,0
1757,17,0
1758,16,0
1759,17,0
1760,17,0
1761,17,0
1762,16,0
1763,17,0
1764,16,0
1765,17,0
1766,17,0
1767,16,0
1768,17,0
1769,17,0
1770,11,1100
1771,5,1100
1772,17,1100
1773,16,1100
1774,18,1100
1775,6,1000
1776,10,1000
1777,14,0
1778,2,0
1779,17,0
1780,18,0
1781,15,0
1782,17,0
1783,17,0
1784,17,0
1785,17,0
1786,17,0
1787,17,0
1788,15,0
1789,17,0
1790,16,0
1791,18,0
1792,16,0
1793,17,0
1794,2,1100
1795,14,1100
1796,18,1100
1797,16,1100
1798,14,0
1799,2,0
1800,17,0
1801,17,0
1802,17,0
1803,16,0
1804,17,0
1805,17,0
1806,16,0
1807,17,0
1808,16,0
1809,17,0
1810,15,0
1811,17,0
1812,17,0
1813,8,100
1814,9,100
1815,17,100
1816,17,100
1817,17,100
1818,4,0
1819,11,0
1820,18,0
1821,9,1000
1822,8,1000
1823,17,1000
1824,17,1000
1825,16,1000
1826,16,1000
1827,18,1000
1828,10,1000
1829,5,1000
1830,18,1000
1831,16,1000
1832,16,1000
1833,18,1000
1834,16,1000
1835,10,1000
1836,7,1000
1837,15,1000
1838,18,1000
1839,17,1000
1840,5,0
1841,10,0
1842,18,0
1843,11,101
1844,6,101
1845,16,101
1846,18,101
1847,16,101
1848,6,0
1849,10,0
1850,17,0
1851,16,0
1852,16,0
1853,18,0
1854,17,0
1855,15,0
1856,19,0
1857,16,0
1858,17,0
1859,16,0
1860,16,0
1861,17,0
1862,18,0
1863,16,0
1864,15,0
1865,6,100
1866,12,100
1867,2,101
1868,15,101
1869,17,101
1870,16,101
1871,15,101
1872,12,0
1873,6,0
1874,17,0
1875,16,0
1876,18,0
1877,16,0
1878,17,0
1879,17,0
1880,16,0
1881,17,0
1882,17,0
1883,17,0
1884,15,0
1885,18,0
1886,16,0
1887,17,0
1888,12,1
1889,4,1
1890,17,1
1891,16,1
1892,17,1
1893,8,0
1894,9,0
1895,17,0
1896,17,0
1897,16,0
1898,16,0
1899,16,100
1900,1,100
1901,17,100
1902,17,100
1903,15,100
1904,18,100
1905,6,0
1906,11,0
1907,16,0
1908,17,0
1909,17,0
1910,14,1
1911,3,1
1912,16,1
1913,17,1
1914,16,1
1915,17,1
1916,7,0
1917,10,0
1918,15,0
1919,18,0
1920,17,0
1921,2,100
1922,13,100
1923,18,100
1924,15,100
1925,18,100
1926,13,0
1927,4,0
1928,17,0
1929,15,0
1930,18,0
1931,17,0
1932,17,0
1933,16,0
1934,17,0
1935,16,0
1936,17,0
1937,16,0
1938,17,0
1939,17,0
1940,17,0
1941,15,0
1942,6,101
1943,12,101
1944,16,101
1945,18,101
1946,15,100
1947,0,100
1948,12,0
1949,6,0
1950,16,0
1951,17,0
1952,16,0
1953,17,0
1954,17,0
1955,16,0
1956,16,0
1957,19,0
1958,16,0
1959,16,0
1960,18,0
1961,15,0
1962,18,0
1963,16,0
1964,12,100
1965,4,100
1966,12,101
1967,6,101
1968,16,101
1969,17,101
1970,16,101
1971,5,0
1972,12,0
1973,17,0
1974,17,0
1975,16,0
1976,17,0
1977,16,0
1978,18,0
1979,16,0
1980,16,0
1981,17,0
1982,17,0
1983,16,0
1984,17,0
1985,17,0
1986,16,0
1987,9,1
1988,8,1
1989,17,1
1990,16,1
1991,17,1
1992,15,0
1993,1,0
1994,18,0
1995,16,0
1996,16,100
1997,18,100
1998,16,100
1999,17,100
2000,17,100
2001,16,100
2002,17,100
2003,15,100
2004,18,100
2005,16,100
2006,17,100
2007,17,100
2008,17,100
2009,17,100
2010,16,100
2011,17,100
2012,16,100
2013,12,0
2014,5,0
2015,16,0
2016,16,1010
2017,2,1010
2018,16,1010
2019,17,1010
2020,16,1010
2021,11,1000
2022,6,1000
2023,6,0
2024,11,0
2025,16,0
2026,17,0
2027,17,0
2028,15,0
2029,19,0
2030,16,0
2031,16,0
2032,17,0
2033,17,0
2034,16,0
2035,18,0
2036,16,0
2037,4,1000
2038,12,1000
2039,17,1000
2040,10,1010
2041,6,1010
2042,17,1010
2043,13,10
2044,4,10
2045,17,10
2046,4,0
2047,12,0
2048,17,0
2049,17,0
2050,16,0
2051,17,0
2052,17,0
2053,15,0
2054,18,0
2055,17,0
2056,17,0
2057,16,0
2058,17,0
2059,16,0
2060,15,1000
2061,2,1000
2062,17,1000
2063,15,1000
2064,18,1000
2065,17,1000
2066,17,1000
2067,4,0
2068,12,0
2069,17,0
2070,17,0
2071,16,0
2072,16,0
2073,9,10
2074,8,10
2075,17,10
2076,16,10
2077,16,10
2078,6,0
2079,12,0
2080,16,0
2081,18,0
2082,16,0
2083,16,0
2084,18,0
2085,16,0
2086,17,0
2087,16,0
2088,17,0
2089,16,0
2090,17,0
2091,9,1000
2092,8,1000
2093,16,1010
2094,17,1010
